timestamp,open,high,low,close,volume,delta,delta_pct,cvd,whale_buy_pct,whale_sell_pct,rejection_bot,rejection_top,candle_type
2025-04-09 00:00:00,76322.42,76836.42,75926.52,76680.0,91724657.0506,-15656156.1262,-0.1707,-1980106137.4664,0.3142,0.4504,0.3194,0.2878,Continuação
2025-04-09 00:30:00,76680.0,76868.28,76363.63,76522.07,46794103.6151,-18568233.2998,-0.3968,-1998674370.7662,0.2187,0.5378,0.1248,0.1556,Continuação
2025-04-09 01:00:00,76522.07,76595.42,74620.0,74690.57,213837682.0103,-73901287.5325,-0.3456,-2072575658.2986,0.2321,0.5103,0.4419,0.0704,Continuação
2025-04-09 01:30:00,74690.58,76283.04,74685.99,76070.53,142478732.5023,11706594.6721,0.0822,-2060869063.6265,0.4342,0.3066,0.0857,0.2909,Continuação
2025-04-09 02:00:00,76070.53,76473.62,75809.92,75855.19,86372190.7177,-12316389.0375,-0.1426,-2073185452.664,0.3355,0.4101,0.0556,0.1841,Continuação
2025-04-09 02:30:00,75855.19,76141.52,75572.38,75674.44,48604596.237,87144.4688,0.0018,-2073098308.1952,0.3537,0.3815,0.2473,0.2277,Continuação
2025-04-09 03:00:00,75674.45,75869.57,75485.3,75492.05,56849787.6333,1476123.4262,0.026,-2071622184.769,0.414,0.3591,0.1305,0.2296,Continuação
2025-04-09 03:30:00,75492.05,75746.0,75015.86,75073.33,54093204.3892,-11003424.0561,-0.2034,-2082625608.8251,0.2984,0.4744,0.2756,0.1315,Continuação
2025-04-09 04:00:00,75073.34,76219.09,75000.0,75720.48,93244694.3676,9261962.7589,0.0993,-2073363646.0662,0.4405,0.3377,0.0933,0.1055,Continuação
2025-04-09 04:30:00,75720.48,76915.94,75720.48,76416.34,115540004.182,22216469.5249,0.1923,-2051147176.5413,0.4828,0.2914,0.0506,0.1737,Continuação
2025-04-09 05:00:00,76416.33,76820.52,76214.32,76634.43,51841413.9399,-4730274.8437,-0.0912,-2055877451.3851,0.3655,0.4463,0.1082,0.1419,Continuação
2025-04-09 05:30:00,76634.44,76734.83,76419.9,76734.83,54017927.5655,-6536640.2978,-0.121,-2062414091.6829,0.3173,0.4556,0.2075,0.1478,Continuação
2025-04-09 06:00:00,76734.83,77317.89,76709.69,76914.01,68123600.2767,7770184.07,0.1141,-2054643907.6129,0.4474,0.3143,0.0949,0.1838,Continuação
2025-04-09 06:30:00,76914.0,77171.67,76770.44,76829.02,37111083.9447,537995.1666,0.0145,-2054105912.4464,0.4028,0.3858,0.1376,0.2319,Continuação
2025-04-09 07:00:00,76829.01,77800.0,76818.52,77707.17,190130657.0253,3245942.36,0.0171,-2050859970.0864,0.3564,0.3313,0.0222,0.2201,Continuação
2025-04-09 07:30:00,77707.17,77979.3,77614.71,77694.12,92606353.0316,14207226.5918,0.1534,-2036652743.4945,0.4766,0.3061,0.1704,0.1979,Continuação
2025-04-09 08:00:00,77694.12,77880.0,77292.02,77312.91,59102098.9783,-3819236.3082,-0.0646,-2040471979.8027,0.3613,0.3997,0.4791,0.1694,Continuação
2025-04-09 08:30:00,77312.91,77373.11,77085.0,77304.35,38505235.7321,-2294262.0099,-0.0596,-2042766241.8126,0.3353,0.4159,0.1088,0.1944,Continuação
2025-04-09 09:00:00,77304.35,77472.33,77203.4,77246.52,29017185.881,4340481.7096,0.1496,-2038425760.103,0.4705,0.311,0.276,0.1311,Continuação
2025-04-09 09:30:00,77246.51,77540.0,77168.59,77478.26,25314754.313,5519349.7612,0.218,-2032906410.3418,0.499,0.2803,0.37,0.2611,Continuação
2025-04-09 10:00:00,77478.27,77574.15,77183.36,77226.43,37262516.9212,-6415818.8572,-0.1722,-2039322229.1989,0.3149,0.478,0.2927,0.2238,Continuação
2025-04-09 10:30:00,77226.42,77540.0,76950.0,77190.0,52054491.5824,-1485638.8992,-0.0285,-2040807868.0982,0.3572,0.3803,0.2831,0.1596,Continuação
2025-04-09 11:00:00,77191.16,77193.66,75844.75,76569.42,216826615.3218,-10036193.5654,-0.0463,-2050844061.6635,0.3286,0.3653,0.1743,0.176,Continuação
2025-04-09 11:30:00,76569.42,76639.24,75756.86,76230.01,147966568.4179,-13829138.6585,-0.0935,-2064673200.322,0.3112,0.3987,0.2875,0.0986,Continuação
2025-04-09 12:00:00,76230.01,76585.33,76025.79,76295.93,81988511.0274,2880824.4602,0.0351,-2061792375.8617,0.3783,0.3633,0.0907,0.3106,Continuação
2025-04-09 12:30:00,76295.93,77074.02,76010.21,76760.86,71803473.3372,7144879.9513,0.0995,-2054647495.9105,0.423,0.3312,0.2943,0.4102,Continuação
2025-04-09 13:00:00,76763.07,77145.05,76710.89,76835.27,76548633.8755,3129650.8398,0.0409,-2051517845.0707,0.3982,0.3284,0.0885,0.106,Continuação
2025-04-09 13:30:00,76835.27,77875.46,76835.27,77698.12,155005667.6311,16465239.3788,0.1062,-2035052605.6919,0.4302,0.3209,0.0957,0.2884,Continuação
2025-04-09 14:00:00,77698.11,78318.46,77228.86,77602.4,139271946.9766,5365642.9564,0.0385,-2029686962.7355,0.4082,0.3652,0.1612,0.2181,Continuação
